date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.013362,4.0,0.404255,0.11784,0.734603,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.425532,0.097574,0.703957,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.446809,0.116909,0.664534,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.468085,0.104179,0.635823,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.489362,0.088567,0.611425,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.510638,0.097574,0.597144,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.531915,0.090068,0.578697,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.553191,0.076258,0.554894,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.574468,0.074817,0.542993,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.595745,0.057013,0.525141,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.617021,0.057013,0.50848,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.638298,0.057013,0.500446,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.659574,0.057013,0.508777,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.680851,0.074817,0.521422,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.702128,0.057013,0.559357,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.723404,0.104179,0.626004,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.744681,0.116909,0.7349,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.765957,0.124745,0.771199,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.787234,0.119731,0.759595,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.808511,0.11784,0.732074,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.829787,0.088567,0.699792,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.851064,0.119731,0.67956,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.87234,0.116909,0.648616,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.893617,0.088567,0.60607,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.914894,0.088567,0.548051,0.003467,0.422915,0.414912,1.0
0.013362,4.0,0.93617,0.116909,0.584499,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.957447,0.097574,0.593573,0.003467,0.422915,0.414912,0.0
0.013362,4.0,0.978723,0.116909,0.602202,0.003467,0.422915,0.414912,0.0
0.013362,4.0,1.0,0.11784,0.601755,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.0,0.116909,0.592086,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.021277,0.11784,0.569027,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.042553,0.090068,0.531389,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.06383,0.076258,0.461767,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.085106,0.071965,0.396162,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.106383,0.071965,0.340375,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.12766,0.060496,0.290687,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.148936,0.060496,0.248438,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.170213,0.066531,0.222553,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.191489,0.062958,0.203065,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.212766,0.066531,0.20842,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.234043,0.071905,0.214668,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.255319,0.072175,0.253942,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.276596,0.074817,0.297233,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.297872,0.078029,0.367301,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.319149,0.085235,0.461619,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.340426,0.085235,0.543439,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.361702,0.085235,0.584647,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.382979,0.085235,0.618566,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.404255,0.078029,0.614698,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.425532,0.074817,0.579738,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.446809,0.074817,0.540018,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.468085,0.071905,0.496578,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.489362,0.057464,0.46742,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.510638,0.076258,0.435287,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.531915,0.057464,0.401964,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.553191,0.051249,0.383666,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.574468,0.045034,0.361797,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.595745,0.051249,0.346177,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.617021,0.041371,0.336805,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.638298,0.041401,0.33011,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.659574,0.041762,0.337251,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.680851,0.051249,0.359119,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.702128,0.068422,0.405385,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.723404,0.10508,0.467569,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.744681,0.114567,0.60235,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.765957,0.134682,0.658881,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.787234,0.108833,0.654716,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.808511,0.10508,0.615591,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.829787,0.087306,0.583011,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.851064,0.087426,0.553109,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.87234,0.087156,0.536745,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.893617,0.085205,0.498959,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.914894,0.061907,0.456114,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.93617,0.084965,0.477536,0.003467,0.422915,0.414912,0.0
0.013406,5.0,0.957447,0.078029,0.476941,0.003467,0.422915,0.414912,1.0
0.013406,5.0,0.978723,0.076258,0.481107,0.003467,0.422915,0.414912,1.0
0.013406,5.0,1.0,0.071905,0.464445,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.0,0.072175,0.437072,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.021277,0.072175,0.383963,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.042553,0.057464,0.360458,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.06383,0.068272,0.30601,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.085106,0.057464,0.259595,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.106383,0.059625,0.228057,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.12766,0.062958,0.197858,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.148936,0.059625,0.173163,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.170213,0.062958,0.155906,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.191489,0.059565,0.138798,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.212766,0.059565,0.1446,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.234043,0.06623,0.156352,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.255319,0.068272,0.182832,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.276596,0.068272,0.215858,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.297872,0.074817,0.25543,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.319149,0.077039,0.334722,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.340426,0.084965,0.39765,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.361702,0.081092,0.455222,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.382979,0.085235,0.500446,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.404255,0.085235,0.515323,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.425532,0.078029,0.494347,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.446809,0.071905,0.470693,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.468085,0.071905,0.43975,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.489362,0.071905,0.416989,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.510638,0.068272,0.389467,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.531915,0.071905,0.365367,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.553191,0.051249,0.331747,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.574468,0.068272,0.30482,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.595745,0.051249,0.289051,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.617021,0.068272,0.275364,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.638298,0.051249,0.278489,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.659574,0.071905,0.282654,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.680851,0.068272,0.299018,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.702128,0.072175,0.337251,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.723404,0.072175,0.396162,0.003467,0.422915,0.414912,1.0
0.013451,6.0,0.744681,0.085235,0.532728,0.003467,0.422915,0.414912,0.0
0.013451,6.0,0.765957,0.085235,0.602797,0.003467,0.422915,0.414912,0.0
