,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0,0.030883999999999998,3.0,0.40425500000000003,0.073496,0.531836,0.003467,0.422915,0.414912,1.0
1,0.030883999999999998,3.0,0.42553199999999997,0.073496,0.528414,0.003467,0.422915,0.414912,1.0
2,0.030883999999999998,3.0,0.446809,0.073496,0.533026,0.003467,0.422915,0.414912,1.0
3,0.030883999999999998,3.0,0.46808500000000003,0.073496,0.534365,0.003467,0.422915,0.414912,1.0
4,0.030883999999999998,3.0,0.48936199999999996,0.074817,0.539423,0.003467,0.422915,0.414912,1.0
5,0.030883999999999998,3.0,0.510638,0.10234800000000001,0.554002,0.003467,0.422915,0.414912,0.0
6,0.030883999999999998,3.0,0.5319149999999999,0.10234800000000001,0.5471590000000001,0.003467,0.422915,0.414912,0.0
7,0.030883999999999998,3.0,0.553191,0.11495699999999999,0.554597,0.003467,0.422915,0.414912,0.0
8,0.030883999999999998,3.0,0.574468,0.10333900000000001,0.549241,0.003467,0.422915,0.414912,0.0
9,0.030883999999999998,3.0,0.595745,0.119131,0.540167,0.003467,0.422915,0.414912,0.0
10,0.030883999999999998,3.0,0.617021,0.10234800000000001,0.545076,0.003467,0.422915,0.414912,0.0
11,0.030883999999999998,3.0,0.6382979999999999,0.11495699999999999,0.536894,0.003467,0.422915,0.414912,0.0
12,0.030883999999999998,3.0,0.659574,0.074817,0.518447,0.003467,0.422915,0.414912,1.0
13,0.030883999999999998,3.0,0.680851,0.073496,0.514877,0.003467,0.422915,0.414912,1.0
14,0.030883999999999998,3.0,0.702128,0.073496,0.5157689999999999,0.003467,0.422915,0.414912,1.0
15,0.030883999999999998,3.0,0.723404,0.056833,0.48571899999999996,0.003467,0.422915,0.414912,1.0
16,0.030883999999999998,3.0,0.744681,0.055812,0.460726,0.003467,0.422915,0.414912,1.0
17,0.030883999999999998,3.0,0.765957,0.055812,0.43603100000000006,0.003467,0.422915,0.414912,1.0
18,0.030883999999999998,3.0,0.787234,0.055812,0.427551,0.003467,0.422915,0.414912,1.0
19,0.030883999999999998,3.0,0.808511,0.055812,0.442279,0.003467,0.422915,0.414912,1.0
20,0.030883999999999998,3.0,0.829787,0.054612,0.44555200000000006,0.003467,0.422915,0.414912,1.0
21,0.030883999999999998,3.0,0.8510639999999999,0.10234800000000001,0.41148500000000005,0.003467,0.422915,0.414912,0.0
22,0.030883999999999998,3.0,0.87234,0.074817,0.380542,0.003467,0.422915,0.414912,1.0
23,0.030883999999999998,3.0,0.893617,0.10333900000000001,0.408509,0.003467,0.422915,0.414912,0.0
24,0.030883999999999998,3.0,0.9148940000000001,0.10234800000000001,0.413865,0.003467,0.422915,0.414912,0.0
25,0.030883999999999998,3.0,0.9361700000000001,0.10333900000000001,0.439155,0.003467,0.422915,0.414912,0.0
26,0.030883999999999998,3.0,0.9574469999999999,0.10234800000000001,0.433651,0.003467,0.422915,0.414912,0.0
27,0.030883999999999998,3.0,0.978723,0.074817,0.41565,0.003467,0.422915,0.414912,1.0
28,0.030883999999999998,3.0,1.0,0.10234800000000001,0.39467399999999997,0.003467,0.422915,0.414912,0.0
29,0.030927999999999997,4.0,0.0,0.074817,0.36373099999999997,0.003467,0.422915,0.414912,1.0
30,0.030927999999999997,4.0,0.021277,0.054461,0.299167,0.003467,0.422915,0.414912,1.0
31,0.030927999999999997,4.0,0.042553,0.054280999999999996,0.244273,0.003467,0.422915,0.414912,1.0
32,0.030927999999999997,4.0,0.06383,0.054161,0.20485,0.003467,0.422915,0.414912,1.0
33,0.030927999999999997,4.0,0.085106,0.054161,0.166915,0.003467,0.422915,0.414912,1.0
34,0.030927999999999997,4.0,0.10638299999999999,0.050769,0.152038,0.003467,0.422915,0.414912,1.0
35,0.030927999999999997,4.0,0.12766,0.050769,0.14623599999999998,0.003467,0.422915,0.414912,1.0
36,0.030927999999999997,4.0,0.14893599999999999,0.07169400000000001,0.146087,0.003467,0.422915,0.414912,1.0
37,0.030927999999999997,4.0,0.170213,0.07169400000000001,0.178518,0.003467,0.422915,0.414912,1.0
38,0.030927999999999997,4.0,0.19148900000000002,0.074817,0.21035399999999999,0.003467,0.422915,0.414912,1.0
39,0.030927999999999997,4.0,0.21276599999999998,0.104449,0.287117,0.003467,0.422915,0.414912,0.0
40,0.030927999999999997,4.0,0.23404299999999997,0.098775,0.375186,0.003467,0.422915,0.414912,0.0
41,0.030927999999999997,4.0,0.255319,0.11495699999999999,0.39274000000000003,0.003467,0.422915,0.414912,0.0
42,0.030927999999999997,4.0,0.276596,0.074817,0.452693,0.003467,0.422915,0.414912,1.0
43,0.030927999999999997,4.0,0.29787199999999997,0.059864999999999995,0.477983,0.003467,0.422915,0.414912,1.0
44,0.030927999999999997,4.0,0.31914899999999996,0.06584,0.501636,0.003467,0.422915,0.414912,1.0
45,0.030927999999999997,4.0,0.340426,0.06584,0.5566800000000001,0.003467,0.422915,0.414912,1.0
46,0.030927999999999997,4.0,0.361702,0.074817,0.5815229999999999,0.003467,0.422915,0.414912,1.0
47,0.030927999999999997,4.0,0.382979,0.077549,0.585838,0.003467,0.422915,0.414912,1.0
48,0.030927999999999997,4.0,0.40425500000000003,0.098775,0.584201,0.003467,0.422915,0.414912,0.0
49,0.030927999999999997,4.0,0.42553199999999997,0.102258,0.585242,0.003467,0.422915,0.414912,0.0
50,0.030927999999999997,4.0,0.446809,0.098775,0.591342,0.003467,0.422915,0.414912,0.0
51,0.030927999999999997,4.0,0.46808500000000003,0.098775,0.590152,0.003467,0.422915,0.414912,0.0
52,0.030927999999999997,4.0,0.48936199999999996,0.113726,0.585094,0.003467,0.422915,0.414912,0.0
53,0.030927999999999997,4.0,0.510638,0.102258,0.59402,0.003467,0.422915,0.414912,0.0
54,0.030927999999999997,4.0,0.5319149999999999,0.113726,0.5931270000000001,0.003467,0.422915,0.414912,0.0
55,0.030927999999999997,4.0,0.553191,0.113726,0.590896,0.003467,0.422915,0.414912,0.0
56,0.030927999999999997,4.0,0.574468,0.113726,0.590747,0.003467,0.422915,0.414912,0.0
57,0.030927999999999997,4.0,0.595745,0.113726,0.585986,0.003467,0.422915,0.414912,0.0
58,0.030927999999999997,4.0,0.617021,0.113726,0.586581,0.003467,0.422915,0.414912,0.0
59,0.030927999999999997,4.0,0.6382979999999999,0.102258,0.588813,0.003467,0.422915,0.414912,0.0
60,0.030927999999999997,4.0,0.659574,0.102258,0.583457,0.003467,0.422915,0.414912,0.0
61,0.030927999999999997,4.0,0.680851,0.098775,0.5614399999999999,0.003467,0.422915,0.414912,0.0
62,0.030927999999999997,4.0,0.702128,0.074817,0.538679,0.003467,0.422915,0.414912,1.0
63,0.030927999999999997,4.0,0.723404,0.06584,0.487504,0.003467,0.422915,0.414912,1.0
64,0.030927999999999997,4.0,0.744681,0.059864999999999995,0.46251099999999995,0.003467,0.422915,0.414912,1.0
65,0.030927999999999997,4.0,0.765957,0.059864999999999995,0.441089,0.003467,0.422915,0.414912,1.0
66,0.030927999999999997,4.0,0.787234,0.06584,0.437816,0.003467,0.422915,0.414912,1.0
67,0.030927999999999997,4.0,0.808511,0.06584,0.435733,0.003467,0.422915,0.414912,1.0
68,0.030927999999999997,4.0,0.829787,0.059864999999999995,0.425171,0.003467,0.422915,0.414912,1.0
69,0.030927999999999997,4.0,0.8510639999999999,0.06584,0.403005,0.003467,0.422915,0.414912,1.0
70,0.030927999999999997,4.0,0.87234,0.074817,0.373996,0.003467,0.422915,0.414912,1.0
71,0.030927999999999997,4.0,0.893617,0.104449,0.405237,0.003467,0.422915,0.414912,0.0
72,0.030927999999999997,4.0,0.9148940000000001,0.098775,0.420411,0.003467,0.422915,0.414912,0.0
73,0.030927999999999997,4.0,0.9361700000000001,0.102258,0.444064,0.003467,0.422915,0.414912,0.0
74,0.030927999999999997,4.0,0.9574469999999999,0.098775,0.43751899999999994,0.003467,0.422915,0.414912,0.0
75,0.030927999999999997,4.0,0.978723,0.098775,0.41565,0.003467,0.422915,0.414912,0.0
76,0.030927999999999997,4.0,1.0,0.098775,0.386343,0.003467,0.422915,0.414912,0.0
77,0.030972000000000003,5.0,0.0,0.074817,0.349598,0.003467,0.422915,0.414912,1.0
78,0.030972000000000003,5.0,0.021277,0.057254,0.27119899999999997,0.003467,0.422915,0.414912,1.0
79,0.030972000000000003,5.0,0.042553,0.054161,0.211544,0.003467,0.422915,0.414912,1.0
80,0.030972000000000003,5.0,0.06383,0.054161,0.171675,0.003467,0.422915,0.414912,1.0
81,0.030972000000000003,5.0,0.085106,0.051428999999999996,0.142517,0.003467,0.422915,0.414912,1.0
82,0.030972000000000003,5.0,0.10638299999999999,0.051428999999999996,0.119905,0.003467,0.422915,0.414912,1.0
83,0.030972000000000003,5.0,0.12766,0.051428999999999996,0.107706,0.003467,0.422915,0.414912,1.0
84,0.030972000000000003,5.0,0.14893599999999999,0.07169400000000001,0.102648,0.003467,0.422915,0.414912,1.0
85,0.030972000000000003,5.0,0.170213,0.07022300000000001,0.106813,0.003467,0.422915,0.414912,1.0
